page_id,text,label,Pattern Category,cleaned_text
139,"Edwin in Woodland Park, NJ just bought",1,Social Proof,"Edwin in Woodland Park, NJ just bought"
1289,Loading,0,Not Dark Pattern,Loading
89,🔥 9 people are viewing this.,1,Social Proof,🔥 9 people are viewing this.
1667,Rare Book Conditions ,0,Not Dark Pattern,Rare Book Conditions
1696,ONLY 13 LEFT,1,Scarcity,ONLY 13 LEFT
1037,"Hurry, before it is gone! Limited time remaining!",1,Urgency,"Hurry, before it is gone! Limited time remaining!"
861, Learn More ,0,Not Dark Pattern,Learn More
197,Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,1,Social Proof,Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago
414,"No thanks, I don't like deals.",1,Misdirection,"No thanks, I don't like deals."
9,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",1,Social Proof,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago"
861,Sign up to stay up to date on all White Cloud news and savings!,0,Not Dark Pattern,Sign up to stay up to date on all White Cloud news and savings!
414,Brand Directory ,0,Not Dark Pattern,Brand Directory
31,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",1,Social Proof,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago"
767,HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,1,Urgency,HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC
861,Shop Disposables,0,Not Dark Pattern,Shop Disposables
1498,"Hurry, only 302 left.",1,Scarcity,"Hurry, only 302 left."
1667,"Once a celebrated author of short stories now in his twilight years, ",0,Not Dark Pattern,"Once a celebrated author of short stories now in his twilight years,"
110,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",1,Social Proof,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now"
734,Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,1,Urgency,Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC
767,AdjustableSnapbacksSale Items- View All -,0,Not Dark Pattern,AdjustableSnapbacksSale Items- View All -
306,Radio and GPS Pouches,0,Not Dark Pattern,Radio and GPS Pouches
1667,Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here. ,0,Not Dark Pattern,Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here.
1289, United States ,0,Not Dark Pattern,United States
1667,About Ruth Hogan,0,Not Dark Pattern,About Ruth Hogan
861, Rechargeable ,0,Not Dark Pattern,Rechargeable
1675,67% offers claimed. Hurry up!,1,Scarcity,67% offers claimed. Hurry up!
1667," -- Preeti Shenoy, author of THE RULE BREAKERS",0,Not Dark Pattern,"-- Preeti Shenoy, author of THE RULE BREAKERS"
767,Imported,0,Not Dark Pattern,Imported
395,"Nah, I like paying full price",1,Misdirection,"Nah, I like paying full price"
1310,Only 2 items left,1,Scarcity,Only 2 items left
334,I WANT TO PAY MORE LATER ;),1,Misdirection,I WANT TO PAY MORE LATER ;)
1196,1 item left,1,Scarcity,1 item left
414,Shop by Health Goals,0,Not Dark Pattern,Shop by Health Goals
1552,QUANTITY: *ONLY 1 LEFT,1,Scarcity,QUANTITY: *ONLY 1 LEFT
405,"NO THANKS, I DON’T WANT 15% OFF",1,Misdirection,"NO THANKS, I DON’T WANT 15% OFF"
861,U.S. Vape Mail Ban FAQs,0,Not Dark Pattern,U.S. Vape Mail Ban FAQs
414,Get Personalised Health PlanGet Health Plan,0,Not Dark Pattern,Get Personalised Health PlanGet Health Plan
985,"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",1,Urgency,"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!"
138,6 other people looking at this item,1,Social Proof,6 other people looking at this item
593,FLASH 19:15:22,1,Urgency,FLASH 19:15:22
1080,Only 9 items left!,1,Scarcity,Only 9 items left!
50,Trending Style! Sold 4 times today,1,Social Proof,Trending Style! Sold 4 times today
767,Brand: NFL Pro Line by Fanatics Branded,0,Not Dark Pattern,Brand: NFL Pro Line by Fanatics Branded
895,"You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.",1,Obstruction,"You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co."
767,sweatshirts,0,Not Dark Pattern,sweatshirts
1196, EDC-V Megalodon Bottle Opener - Brass (Exclusive),0,Not Dark Pattern,EDC-V Megalodon Bottle Opener - Brass (Exclusive)
170,James from Colonia purchased a,1,Social Proof,James from Colonia purchased a
688, Excellent service all round ,0,Not Dark Pattern,Excellent service all round
864,Price Guaranteed For DAYS/HRS/MINS/SECS,1,Urgency,Price Guaranteed For DAYS/HRS/MINS/SECS
662,High Gable Sheds,0,Not Dark Pattern,High Gable Sheds
861,Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,0,Not Dark Pattern,Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!
306,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",1,Social Proof,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch"
1100,70% offers claimed. Hurry up!,1,Scarcity,70% offers claimed. Hurry up!
767,FootwearHome & Office,0,Not Dark Pattern,FootwearHome & Office
1667,beautifully written prose,0,Not Dark Pattern,beautifully written prose
306,COMBAT GEARHot,0,Not Dark Pattern,COMBAT GEARHot
1266,only 1 in stock,1,Scarcity,only 1 in stock
1667,'Keeper of Lost Things',0,Not Dark Pattern,'Keeper of Lost Things'
1737,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,1,Misdirection,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.
767,Cincinnati Bengals T-Shirts,0,Not Dark Pattern,Cincinnati Bengals T-Shirts
1618,Sellout risk:,1,Scarcity,Sellout risk:
861,How White Cloud Prevents E-Cig Sales to Minors Read More ➞,0,Not Dark Pattern,How White Cloud Prevents E-Cig Sales to Minors Read More ➞
861,WilmaNorth Carolina,0,Not Dark Pattern,WilmaNorth Carolina
1458,Only 1 piece left.,1,Scarcity,Only 1 piece left.
1667,Be the first to get updates as well as access to exclusive offers and promotions,0,Not Dark Pattern,Be the first to get updates as well as access to exclusive offers and promotions
987,Limited time offer,1,Urgency,Limited time offer
767,Discontinued Item,0,Not Dark Pattern,Discontinued Item
662,Carports & Garages,0,Not Dark Pattern,Carports & Garages
630,"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",1,Urgency,"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS"
662,Lean To Sheds,0,Not Dark Pattern,Lean To Sheds
767,Trending Players,0,Not Dark Pattern,Trending Players
212, Supply & Demand ,0,Not Dark Pattern,Supply & Demand
1031,HURRY! £32.99 UK DELIVERY ENDS SOON,1,Urgency,HURRY! £32.99 UK DELIVERY ENDS SOON
198,Search for similiar products,0,Not Dark Pattern,Search for similiar products
1250,Only 33 left,1,Scarcity,Only 33 left
510,Your order is reserved for 09:14 minutes! ,1,Urgency,Your order is reserved for 09:14 minutes!
113, Eyelashes ,0,Not Dark Pattern,Eyelashes
212,"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!",0,Not Dark Pattern,"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!"
400,I'll Shop Without A Discount,1,Misdirection,I'll Shop Without A Discount
1056,Buy with humm.,0,Not Dark Pattern,Buy with humm.
1328, Women's Sandals ,0,Not Dark Pattern,Women's Sandals
1686,"128 sold today! Hurry, only a few left!",1,Scarcity,"128 sold today! Hurry, only a few left!"
1042,Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,1,Urgency,Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74
259,227 Bought Already,1,Social Proof,227 Bought Already
1368,Hurry! Only Limited Items Left,1,Scarcity,Hurry! Only Limited Items Left
198,Last Shape Guide,0,Not Dark Pattern,Last Shape Guide
212,RECENTLY VIEWED 2 others viewed this in the last few hours,1,Social Proof,RECENTLY VIEWED 2 others viewed this in the last few hours
113, Lens Manual Washer ,0,Not Dark Pattern,Lens Manual Washer
1328, Our Carbon Footprint ,0,Not Dark Pattern,Our Carbon Footprint
407,"No Thanks, I Don't Want a Free Gift",1,Misdirection,"No Thanks, I Don't Want a Free Gift"
1328, Remove Product? ,0,Not Dark Pattern,Remove Product?
1056,Your first payment will be due on the day of your purchase.*,0,Not Dark Pattern,Your first payment will be due on the day of your purchase.*
1064,"Free Upgrade, Limited Time!\n*DISH Install Not Available*",1,Urgency,"Free Upgrade, Limited Time!\n*DISH Install Not Available*"
1056, Fashion Bags ,0,Not Dark Pattern,Fashion Bags
415,"NO THANKS, I'll PAY FULL PRICE",1,Misdirection,"NO THANKS, I'll PAY FULL PRICE"
1056,Pay weekly ,0,Not Dark Pattern,Pay weekly
910,"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.",1,Obstruction,"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS."
113,I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!,0,Not Dark Pattern,I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!
145,3 people are looking at this item right now,1,Social Proof,3 people are looking at this item right now
1328, Search Close ,0,Not Dark Pattern,Search Close
404,"No Thanks, I Don't Want a Discount",1,Misdirection,"No Thanks, I Don't Want a Discount"
198,Competitions,0,Not Dark Pattern,Competitions
1328, Shop All Men's Boots ,0,Not Dark Pattern,Shop All Men's Boots
283,"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",1,Social Proof,"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago"
920,Father's Day Gifts,0,Not Dark Pattern,Father's Day Gifts
1432,Only 6 items left,1,Scarcity,Only 6 items left
113, Sunflower ,0,Not Dark Pattern,Sunflower
1056, Take time to pay.,0,Not Dark Pattern,Take time to pay.
113,Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,0,Not Dark Pattern,Really good quality contacts and they work well on my eyes. Would definitely order again!!!!
113, Contact Lens Washer ,0,Not Dark Pattern,Contact Lens Washer
18,2 people are looking at this listing now,1,Social Proof,2 people are looking at this listing now
147,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,1,Social Proof,DON'T LET 'EM GET AWAY Several people have recently viewed this item.
436,No thanks. I prefer paying full price.,1,Misdirection,No thanks. I prefer paying full price.
497,00DAYS02HRS14MINS1211SEC,1,Urgency,00DAYS02HRS14MINS1211SEC
212,Shopping with JD,0,Not Dark Pattern,Shopping with JD
1149, Military Discount ,0,Not Dark Pattern,Military Discount
920,About Cheryl's Business Gifts,0,Not Dark Pattern,About Cheryl's Business Gifts
1202,Only 1 left in online stock,1,Scarcity,Only 1 left in online stock
113,- +,0,Not Dark Pattern,- +
212, New in ,0,Not Dark Pattern,New in
113,"They look really good with my brown eyes, and they look pretty natural.",0,Not Dark Pattern,"They look really good with my brown eyes, and they look pretty natural."
113,SUBSCRIPTION SUCCESSFUL. THANK YOU!,0,Not Dark Pattern,SUBSCRIPTION SUCCESSFUL. THANK YOU!
557,00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,1,Urgency,00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO
455,"No thanks, I like full price",1,Misdirection,"No thanks, I like full price"
113, Yearly ,0,Not Dark Pattern,Yearly
1784,FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A,0,Not Dark Pattern,FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A
786,Offer ends in 03 days 19 hours : 54 mins : 22 secs,1,Urgency,Offer ends in 03 days 19 hours : 54 mins : 22 secs
212,Recent Searches,0,Not Dark Pattern,Recent Searches
920,MORE WAYS TO SHOP,0,Not Dark Pattern,MORE WAYS TO SHOP
1654,"Order soon, only 1 left!",1,Scarcity,"Order soon, only 1 left!"
584,This campaign was taken down for content reasons,0,Not Dark Pattern,This campaign was taken down for content reasons
1238,"Hurry, only 2 left in stock!",1,Scarcity,"Hurry, only 2 left in stock!"
1122,Only 32 left in stock,1,Scarcity,Only 32 left in stock
1597,Only 4 unit(s) available!,1,Scarcity,Only 4 unit(s) available!
584,Your order will be reserved for 6:56 minutes.,1,Urgency,Your order will be reserved for 6:56 minutes.
225,Someone in United States just purchased a,1,Social Proof,Someone in United States just purchased a
113,We value your input. Share your review so everyone else can enjoy it too.,0,Not Dark Pattern,We value your input. Share your review so everyone else can enjoy it too.
1328,Hurry! Only 7 left,1,Scarcity,Hurry! Only 7 left
160,143 BOUGHT,1,Social Proof,143 BOUGHT
121,17 people have viewed this wine today,1,Social Proof,17 people have viewed this wine today
1056,Add your favourites to cart,0,Not Dark Pattern,Add your favourites to cart
259,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. ",0,Not Dark Pattern,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts."
113, Colored Contact Lenses ,0,Not Dark Pattern,Colored Contact Lenses
113, Sustainably made,0,Not Dark Pattern,Sustainably made
212, adidas Originals Stan Smith ,0,Not Dark Pattern,adidas Originals Stan Smith
1216,HURRY! LESS THAN 129 LEFT.,1,Scarcity,HURRY! LESS THAN 129 LEFT.
212, Football Boots ,0,Not Dark Pattern,Football Boots
598,Your order is prioritized for 13:22 minutes!,1,Urgency,Your order is prioritized for 13:22 minutes!
863,Time remaining: 04:50,1,Urgency,Time remaining: 04:50
259,Functional Cookies,0,Not Dark Pattern,Functional Cookies
113, Polar Lights II ,0,Not Dark Pattern,Polar Lights II
390,"No Thanks, I Don't Want To Save",1,Misdirection,"No Thanks, I Don't Want To Save"
370,"No, I don't want great deals.",1,Misdirection,"No, I don't want great deals."
198,Viewed 1040 times in the last 7 days,1,Social Proof,Viewed 1040 times in the last 7 days
815,Your order has been reserved for,1,Urgency,Your order has been reserved for
113,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",1,Social Proof,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses"
212,Read More ,0,Not Dark Pattern,Read More
226,Trending now! Added to basket 490 times today,1,Social Proof,Trending now! Added to basket 490 times today
1149, Tweet Share Pin It Add Email ,0,Not Dark Pattern,Tweet Share Pin It Add Email
210,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",1,Social Proof,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago"
182,This is in 5 other carts.,1,Social Proof,This is in 5 other carts.
1328, Charity Collection ,0,Not Dark Pattern,Charity Collection
212, Shoe Care ,0,Not Dark Pattern,Shoe Care
1492,5 LEFT,1,Scarcity,5 LEFT
1784,"By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.",0,Not Dark Pattern,"By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy."
1071,ONLY 4 LEFT IN STOCK,1,Scarcity,ONLY 4 LEFT IN STOCK
1149,Healthy Diet,0,Not Dark Pattern,Healthy Diet
53,"Someone in Paris, France just purchased a Kanpeki Knife Set",1,Social Proof,"Someone in Paris, France just purchased a Kanpeki Knife Set"
183,Purchased 8 times in the last few days.,1,Social Proof,Purchased 8 times in the last few days.
198,Prices shown for delivery to JAPAN Change delivery country,0,Not Dark Pattern,Prices shown for delivery to JAPAN Change delivery country
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking,Free 60 day VIP trial membership with this order. Cancel anytime.
1722,FANSTASTIC DEALS,1,Misdirection,FANSTASTIC DEALS
212, Sports Bras ,0,Not Dark Pattern,Sports Bras
243,Purchased 100+ times in the last few days.,1,Social Proof,Purchased 100+ times in the last few days.
299,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,1,Social Proof,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago
198,Cheaney,0,Not Dark Pattern,Cheaney
1056, Sale By Category ,0,Not Dark Pattern,Sale By Category
920,Your AccountTrack Your OrdersJoin Celebrations Passport,0,Not Dark Pattern,Your AccountTrack Your OrdersJoin Celebrations Passport
1654, Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information ,0,Not Dark Pattern,Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information
1358,limited availability at this price!,1,Scarcity,limited availability at this price!
1056, Bento Lunch Boxes & Food Containers ,0,Not Dark Pattern,Bento Lunch Boxes & Food Containers
1056,Hot Offer. Limited Time,1,Urgency,Hot Offer. Limited Time
1149,9 items left,1,Scarcity,9 items left
1733,Grab yourself a bargain!,1,Misdirection,Grab yourself a bargain!
1328, A Date With Duchess ,0,Not Dark Pattern,A Date With Duchess
212, Read More ,0,Not Dark Pattern,Read More
212,"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",0,Not Dark Pattern,"Find your local store, view opening hours and find out where you can get your latest pickup in-store!"
113, Don't leave without taking discount ,0,Not Dark Pattern,Don't leave without taking discount
1352,Only 9 left!,1,Scarcity,Only 9 left!
381,No thanks. I love chaos!,1,Misdirection,No thanks. I love chaos!
1012,FLASH SALE | LIMITED TIME ONLY Shop Now,1,Urgency,FLASH SALE | LIMITED TIME ONLY Shop Now
1570,Hurry! Only 2 left in stock,1,Scarcity,Hurry! Only 2 left in stock
117,__________,0,Not Dark Pattern,__________
1044,Returns an Item,0,Not Dark Pattern,Returns an Item
1142,90% offers claimed. Hurry up!,1,Scarcity,90% offers claimed. Hurry up!
209,Trousers & Chinos,0,Not Dark Pattern,Trousers & Chinos
1652,(only 5 left),1,Scarcity,(only 5 left)
117, Cosmic Rainbow ,0,Not Dark Pattern,Cosmic Rainbow
494,Your order is reserved for 08:48 minutes!,1,Urgency,Your order is reserved for 08:48 minutes!
1158, Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy ,0,Not Dark Pattern,Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy
1139,Only 8 left,1,Scarcity,Only 8 left
8,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",1,Social Proof,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet"
1044,Patient Transfer Devices,0,Not Dark Pattern,Patient Transfer Devices
209,Feedback,0,Not Dark Pattern,Feedback
605,2 DAYS 13:06:13,1,Urgency,2 DAYS 13:06:13
1027,LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,1,Urgency,LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+
1357,Only 1 left in Stock,1,Scarcity,Only 1 left in Stock
795,LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,1,Urgency,LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds
1522,Loading interface...,0,Not Dark Pattern,Loading interface...
156,"Our most recent customers are from New Rochelle, Roseville, and Brooksville",1,Social Proof,"Our most recent customers are from New Rochelle, Roseville, and Brooksville"
128,on Freight,0,Not Dark Pattern,on Freight
209,TVs,0,Not Dark Pattern,TVs
58,7 people have it in their cart,1,Social Proof,7 people have it in their cart
117,Share this product,0,Not Dark Pattern,Share this product
39,85 have it in their cart,1,Social Proof,85 have it in their cart
450,"no thanks, I'll save money another day",1,Misdirection,"no thanks, I'll save money another day"
1158,What is a cookie?,0,Not Dark Pattern,What is a cookie?
505,Your order is reserved for 09:35 minutes!,1,Urgency,Your order is reserved for 09:35 minutes!
1041,LIMITED TIME ONLY *on select models,1,Urgency,LIMITED TIME ONLY *on select models
792,35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,1,Urgency,35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN 16H 59M 06S
1139,Order by these dates to get it by Valentine's Day.*,0,Not Dark Pattern,Order by these dates to get it by Valentine's Day.*
858,"Hurry, Limited Time Offer! 11:25",1,Urgency,"Hurry, Limited Time Offer! 11:25"
1044, Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,0,Not Dark Pattern,Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size
1044,Extra Soft Cleansing Wipes,0,Not Dark Pattern,Extra Soft Cleansing Wipes
117, GeekVape Pursue a Healthy Vaping Experience ,0,Not Dark Pattern,GeekVape Pursue a Healthy Vaping Experience
1158,Brand ,0,Not Dark Pattern,Brand
1044,"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",0,Not Dark Pattern,"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects."
596,Explosive Offers! 80% Off Everything 07:25:41,1,Urgency,Explosive Offers! 80% Off Everything 07:25:41
1044, Zero Gravity Lift Chairs ,0,Not Dark Pattern,Zero Gravity Lift Chairs
1044, Disposable Washcloths ,0,Not Dark Pattern,Disposable Washcloths
191,210+ bought,1,Social Proof,210+ bought
1158, Data Processor Privacy Policy: https://videoly.co/privacy-policy ,0,Not Dark Pattern,Data Processor Privacy Policy: https://videoly.co/privacy-policy
209,Recent searches,0,Not Dark Pattern,Recent searches
1139,The page you were looking for doesn't exist.,0,Not Dark Pattern,The page you were looking for doesn't exist.
143,24 people currently interested,1,Social Proof,24 people currently interested
1044, PG Picks: Skin Care for Incontinence ,0,Not Dark Pattern,PG Picks: Skin Care for Incontinence
627,"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer. ",0,Not Dark Pattern,"When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer."
753,HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,1,Urgency,HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS
1554,Only 3 available,1,Scarcity,Only 3 available
1356,Hurry! Almost Sold Out...,1,Scarcity,Hurry! Almost Sold Out...
1522,PomeloFashion born in AsiaOn trend. Online. On the go.,0,Not Dark Pattern,PomeloFashion born in AsiaOn trend. Online. On the go.
818,OFFER ENDS: 09h: 09m: 55s: 0 ,1,Urgency,OFFER ENDS: 09h: 09m: 55s: 0
1158, Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy ,0,Not Dark Pattern,Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy
1301,"Hurry, Only 4 Left In Stock. Buy Now!",1,Scarcity,"Hurry, Only 4 Left In Stock. Buy Now!"
1044,Pillow & Foam Bed Wedges,0,Not Dark Pattern,Pillow & Foam Bed Wedges
1700,How about one of these hot sellers?,1,Misdirection,How about one of these hot sellers?
1183,Only 3 left,1,Scarcity,Only 3 left
8, info@chainedandable.com ,0,Not Dark Pattern,info@chainedandable.com
352,"NO, I'D RATHER PAY FULL PRICE",1,Misdirection,"NO, I'D RATHER PAY FULL PRICE"
202,8 people have viewed this product today!,1,Social Proof,8 people have viewed this product today!
128,About UsNews & Articles,0,Not Dark Pattern,About UsNews & Articles
1139,These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,0,Not Dark Pattern,These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.
1044, Choosing the Best Plus Size Briefs ,0,Not Dark Pattern,Choosing the Best Plus Size Briefs
1139,Jewelry Care Kit,0,Not Dark Pattern,Jewelry Care Kit
128,Please note: we do not ship to PO Boxes,0,Not Dark Pattern,Please note: we do not ship to PO Boxes
1647,There are only 1 item left in stock.,1,Scarcity,There are only 1 item left in stock.
239,This product was viewed 26 seconds ago by someone from Princeton,1,Social Proof,This product was viewed 26 seconds ago by someone from Princeton
1278,ONLY 5 LEFT IN STOCK!,1,Scarcity,ONLY 5 LEFT IN STOCK!
1158,Only 3 left!,1,Scarcity,Only 3 left!
1158,This is how you can reject or delete your cookies,0,Not Dark Pattern,This is how you can reject or delete your cookies
209,Delivery & Returns,0,Not Dark Pattern,Delivery & Returns
8, EU Delivery & Returns ,0,Not Dark Pattern,EU Delivery & Returns
1271,Don't miss out on this item! There is only 1 left in stock.,1,Scarcity,Don't miss out on this item! There is only 1 left in stock.
427,"NO, THANKS. I DON'T LIKE DISCOUNTS ",1,Misdirection,"NO, THANKS. I DON'T LIKE DISCOUNTS"
128,"Someone in Byron Bay, NSW just bought",1,Social Proof,"Someone in Byron Bay, NSW just bought"
1158, Data Processor: Amobee ,0,Not Dark Pattern,Data Processor: Amobee
324,"No thanks, I don't want to build one.. I'd rather kick rocks!",1,Misdirection,"No thanks, I don't want to build one.. I'd rather kick rocks!"
27,Real time 30 Visitor right now,1,Social Proof,Real time 30 Visitor right now
1044,Auto Delivery Program,0,Not Dark Pattern,Auto Delivery Program
1068,Low Stock – Selling Fast,1,Scarcity,Low Stock – Selling Fast
220,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",1,Social Proof,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers"
1522,The product you requested is not available in the selected country,0,Not Dark Pattern,The product you requested is not available in the selected country
1158, Data Processor Privacy Policy: https://triplelift.com/privacy ,0,Not Dark Pattern,Data Processor Privacy Policy: https://triplelift.com/privacy
1158, Data Processor Privacy Policy: https://casalemedia.com/ ,0,Not Dark Pattern,Data Processor Privacy Policy: https://casalemedia.com/
1158, powered by: Cookie Information ,0,Not Dark Pattern,powered by: Cookie Information
491,11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,1,Urgency,11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!
209,Long and Tall,0,Not Dark Pattern,Long and Tall
